longitude,latitude,median_income,median_house_value
-118.36,34.09,2.6136,383300.0
-118.37,34.09,3.2159,383300.0
-118.37,34.09,3.0156,300000.0
-118.37,34.09,4.0651,500001.0
-118.37,34.09,3.2818,225000.0
-118.37,34.09,3.1517,341700.0
-118.37,34.09,5.5224,400000.0
-118.37,34.08,2.6713,312500.0
-118.38,34.08,2.945,431400.0
-118.38,34.08,2.8889,335300.0
-118.39,34.08,3.5114,430800.0
-118.38,34.08,3.9375,450000.0
-118.38,34.09,3.5659,281300.0
-118.38,34.09,2.5784,272900.0
-118.39,34.09,3.6207,362500.0
-118.39,34.09,4.4167,425000.0
-118.39,34.08,3.067,375000.0
-118.4,34.1,15.0001,500001.0
-118.4,34.09,15.0001,500001.0
-118.39,34.08,15.0001,500001.0
-118.4,34.08,15.0001,500001.0
-118.41,34.09,15.0001,500001.0
-118.42,34.09,15.0001,500001.0
-118.42,34.08,15.0001,500001.0
-118.41,34.07,15.0001,500001.0
-118.41,34.07,15.0001,500001.0
-118.38,34.07,4.4896,500001.0
-118.39,34.07,4.2386,500001.0
-118.39,34.07,5.7762,500001.0
-118.39,34.08,3.8088,500001.0
-118.4,34.07,2.9107,500001.0
-118.37,34.06,3.3438,500001.0
-118.38,34.06,6.2344,500001.0
-118.39,34.06,8.0095,500001.0
-118.38,34.06,7.6771,500001.0
-118.39,34.06,3.8158,500001.0
-118.39,34.06,5.3316,500001.0
-118.39,34.06,3.3295,500001.0
-118.4,34.06,4.1455,500001.0
-118.4,34.06,3.6964,500001.0
-118.4,34.06,8.2961,500001.0
-118.4,34.06,6.6343,500001.0
-118.41,34.06,4.1411,500001.0
-118.41,34.06,5.5321,500001.0
-118.41,34.07,3.9904,500001.0
-118.45,34.06,9.337,500001.0
-118.49,34.05,13.8556,500001.0
-118.49,34.04,13.3036,500001.0
-118.49,34.04,8.0257,500001.0
-118.5,34.04,15.0001,500001.0
-118.5,34.04,8.3839,500001.0
-118.49,34.04,4.8125,500001.0
-118.49,34.03,4.1827,435100.0
-118.51,34.04,11.7045,500001.0
-118.5,34.03,7.8705,500001.0
-118.5,34.03,7.7572,500001.0
-118.5,34.03,6.48,500001.0
-118.51,34.03,3.8571,500001.0
-118.52,34.02,5.0867,500001.0
-118.49,34.03,4.252,436700.0
-118.5,34.03,3.6451,383300.0
-118.5,34.02,3.3266,483300.0
-118.5,34.02,2.775,291700.0
-118.5,34.02,2.9934,350000.0
-118.52,34.01,3.1433,500001.0
-118.49,34.03,4.5208,442100.0
-118.49,34.03,3.6769,450000.0
-118.49,34.02,4.1365,470800.0
-118.48,34.03,2.8981,353600.0
-118.49,34.02,2.9125,475000.0
-118.49,34.02,3.1563,330000.0
-118.48,34.04,8.9616,500001.0
-118.48,34.04,4.3158,500001.0
-118.48,34.04,3.9659,500001.0
-118.48,34.04,3.6667,500001.0
-118.47,34.04,4.516,350000.0
-118.47,34.03,3.3889,347900.0
-118.48,34.03,3.5076,381800.0
-118.47,34.03,3.7381,290600.0
-118.47,34.03,3.5987,340500.0
-118.48,34.03,1.3333,310000.0
-118.48,34.02,2.5261,375000.0
-118.48,34.02,2.7072,375000.0
-118.49,34.02,3.1635,366700.0
-118.46,34.03,2.75,327300.0
-118.46,34.03,3.125,325000.0
-118.46,34.03,2.2794,337500.0
-118.46,34.02,2.6639,233300.0
-118.47,34.02,2.3382,297500.0
-118.48,34.02,2.625,250000.0
-118.47,34.02,2.0745,332500.0
-118.48,34.02,2.2917,330800.0
-118.48,34.02,2.7019,293800.0
-118.49,34.02,1.5132,450000.0
-118.49,34.01,1.9722,500001.0
-118.51,34.0,2.3098,500001.0
-118.48,34.01,4.0893,381500.0
-118.48,34.0,3.2061,370000.0
-118.48,34.01,3.4852,425000.0
-118.49,34.0,3.0369,500001.0
-118.48,34.01,4.4,353800.0
-118.47,34.0,4.2813,384400.0
-118.47,34.0,3.1304,340500.0
-118.48,34.0,3.9722,450000.0
-118.48,34.0,3.6121,500000.0
-118.48,34.0,2.6736,500001.0
-118.5,33.99,3.2609,500001.0
-118.47,34.02,2.7254,444400.0
-118.47,34.01,4.793,470800.0
-118.47,34.01,4.4211,462900.0
-118.48,34.01,3.755,398300.0
-118.47,34.01,2.5417,418200.0
-118.46,34.01,4.0,500001.0
-118.46,34.01,6.8901,500001.0
-118.47,34.01,6.1014,480100.0
-118.47,34.01,2.9167,461100.0
-118.47,34.01,3.7727,413000.0
-118.45,34.02,3.4583,421900.0
-118.45,34.02,6.3521,493400.0
-118.46,34.02,3.0476,456200.0
-118.46,34.02,6.0436,473000.0
-118.46,34.02,5.2571,405400.0
-118.37,34.03,2.125,196400.0
-118.38,34.03,3.9537,266400.0
-118.38,34.02,3.9615,268600.0
-118.39,34.02,3.5909,279400.0
-118.39,34.02,3.4375,314500.0
-118.38,34.01,4.7612,304100.0
-118.39,34.01,2.3571,340600.0
-118.39,34.02,4.1296,322900.0
-118.39,34.01,3.9688,355100.0
-118.4,34.01,5.4035,356300.0
-118.4,34.02,4.6932,332800.0
-118.39,34.0,5.2035,485700.0
-118.39,33.99,6.603,369200.0
-118.39,33.99,5.1322,314900.0
-118.39,34.0,4.056,339100.0
-118.4,34.0,4.85,329400.0
-118.4,34.0,5.444,336000.0
-118.4,33.99,5.9632,328100.0
-118.4,33.99,5.4663,326700.0
-118.4,34.0,4.6687,344300.0
-118.4,34.01,5.7405,351600.0
-118.41,34.01,4.5982,333500.0
-118.41,34.0,5.5284,331000.0
-118.41,34.01,5.3683,500001.0
-118.41,34.01,4.7031,302500.0
-118.41,34.01,2.8797,285300.0
-118.42,34.01,2.9213,305000.0
-118.41,34.0,2.55,271400.0
-118.42,34.0,5.0357,329800.0
-118.41,34.0,3.9643,275000.0
-118.42,34.0,3.2708,325000.0
-118.43,34.0,3.7614,314300.0
-118.43,33.99,3.8021,323000.0
-118.44,33.99,5.9641,275000.0
-118.44,33.98,5.3359,500001.0
-118.38,33.99,4.6277,228300.0
-118.37,33.99,8.6718,439100.0
-118.36,33.99,5.3194,313700.0
-118.37,33.99,5.1695,397000.0
-118.38,33.98,6.8112,500001.0
-118.35,34.0,6.431,492500.0
-118.35,34.0,5.3462,270400.0
-118.35,33.99,5.0514,269100.0
-118.36,33.99,4.1375,287100.0
-118.36,33.99,4.6406,268900.0
-118.35,33.99,3.2021,222100.0
-118.34,34.0,5.0407,314900.0
-118.34,34.0,5.8993,313300.0
-118.33,34.0,4.2917,247600.0
-118.34,34.0,4.0,296800.0
-118.34,33.99,3.7344,179400.0
-118.34,33.99,3.825,183000.0
-118.35,34.0,6.939,372000.0
-118.6,34.13,9.1232,472000.0
-118.58,34.12,6.4018,500001.0
-118.59,34.11,6.4504,407000.0
-118.6,34.09,7.6091,438500.0
-118.6,34.08,6.91,380000.0
-118.6,34.07,4.625,433300.0
-118.69,34.08,9.7646,500001.0
-118.66,34.1,10.076,500001.0
-118.63,34.11,5.8735,448100.0
-118.67,34.16,9.1228,500001.0
-118.68,34.08,3.9934,500001.0
-118.68,34.13,6.7273,500001.0
-118.76,34.13,6.5571,500001.0
-118.75,34.1,4.5333,377300.0
-118.72,34.14,5.4032,318500.0
-118.78,34.16,8.0137,399200.0
-118.8,34.15,6.8474,356700.0
-118.75,34.17,5.3749,346100.0
-118.84,34.11,5.8788,500001.0
-118.82,34.14,6.9935,385500.0
-118.79,34.14,5.8548,500001.0
-118.74,34.05,7.9184,500001.0
-118.86,34.07,8.0144,500001.0
-118.88,34.02,7.7848,500001.0
-118.85,34.04,8.4476,500001.0
-118.78,34.05,6.83,500001.0
-118.58,34.06,8.8666,500001.0
-118.6,34.02,8.4331,500001.0
-118.62,34.06,7.4001,500001.0
-118.66,34.02,8.7364,500001.0
-117.76,34.71,2.9541,106700.0
-117.84,34.63,4.002,115100.0
-117.78,34.58,3.8803,120000.0
-117.96,34.71,3.46,123900.0
-118.09,34.74,2.4348,104800.0
-118.06,34.71,2.5764,150000.0
-118.09,34.68,4.0211,144000.0
-118.11,34.68,5.3267,140100.0
-118.12,34.69,4.6417,125700.0
-118.12,34.68,4.6629,131500.0
-118.13,34.69,2.75,96800.0
-118.13,34.68,4.025,102600.0
-118.1,34.65,2.67,187500.0
-118.09,34.71,2.4012,159400.0
-118.1,34.7,4.9806,141100.0
-118.09,34.7,2.8548,138500.0
-118.1,34.71,2.415,137500.0
-118.12,34.71,2.5179,104000.0
-118.12,34.71,1.125,225000.0
-118.12,34.7,4.3229,130000.0
-118.13,34.7,1.1296,93800.0
-118.13,34.69,3.682,108800.0
-118.12,34.69,3.7804,113500.0
-118.14,34.68,2.4432,101100.0
-118.14,34.69,3.4327,100300.0
-118.14,34.68,4.2679,119600.0
-118.14,34.68,4.5455,126500.0
-118.16,34.68,2.5902,85400.0
-118.15,34.69,3.25,107500.0
-118.16,34.68,3.7807,110900.0
-118.15,34.67,3.5732,146900.0
-118.14,34.65,4.6591,247200.0
-118.14,34.72,4.625,118100.0
-118.16,34.71,4.1719,117200.0
-118.15,34.71,3.5625,101400.0
-118.14,34.71,2.8194,93000.0
-118.14,34.71,1.1917,86900.0
-118.15,34.71,2.5278,97700.0
-118.14,34.7,2.0182,98400.0
-118.14,34.7,1.2532,102100.0
-118.15,34.7,3.9615,116300.0
-118.16,34.7,4.8787,127700.0
-118.16,34.69,3.9028,126800.0
-118.14,34.69,3.2699,100000.0
-118.14,34.69,2.1167,94900.0
-118.28,34.76,4.7875,163600.0
-118.19,34.77,2.1979,146400.0
-118.2,34.69,4.875,163400.0
-118.17,34.69,4.1667,171900.0
-118.17,34.68,6.6772,185600.0
-118.19,34.67,5.0285,167900.0
-118.17,34.67,4.5659,140300.0
-118.19,34.65,3.9963,126800.0
-118.17,34.66,5.7049,173200.0
-118.22,34.67,4.3636,179700.0
-118.23,34.66,3.6382,138200.0
-118.22,34.66,4.9,152400.0
-118.21,34.65,3.0441,140100.0
-118.23,34.65,3.5673,136300.0
-118.27,34.68,3.2125,185400.0
-118.29,34.65,3.3173,218400.0
-118.32,34.62,4.8409,264900.0
-118.38,34.58,4.3456,148900.0
-118.61,34.73,5.0839,156700.0
-118.4,34.7,4.2941,151600.0
-117.92,34.63,1.4091,137500.0
-117.92,34.59,2.7396,125600.0
-117.93,34.57,3.1946,132700.0
-117.9,34.53,3.9766,135800.0
-117.96,34.53,3.8594,141000.0
-117.98,34.53,4.0945,135700.0
-118.09,34.63,1.9722,99200.0
-118.02,34.62,2.1413,96900.0
-118.18,34.63,4.1573,228100.0
-118.17,34.61,7.1381,292200.0
-118.16,34.6,6.4865,204400.0
-118.12,34.6,2.3958,94500.0
-118.15,34.59,3.7344,111400.0
-118.16,34.6,4.9904,154100.0
-118.21,34.56,4.7097,262100.0
-118.22,34.63,5.3799,222400.0
-118.21,34.64,5.9508,181100.0
-118.12,34.58,2.0547,102600.0
-118.13,34.58,3.7464,113500.0
-118.14,34.57,3.7636,167600.0
-118.12,34.56,3.9936,148500.0
-118.1,34.58,3.275,103500.0
-118.1,34.58,2.6658,106900.0
-118.1,34.57,3.3086,138100.0
-118.09,34.57,4.5266,142900.0
-118.08,34.58,4.1719,146600.0
-118.07,34.58,4.0147,107400.0
-118.06,34.58,3.86,109300.0
-118.08,34.58,3.0101,116300.0
-118.07,34.56,4.2329,145500.0
-118.08,34.56,4.5615,137200.0
-118.03,34.58,4.0729,154300.0
-118.02,34.57,5.083,151300.0
-118.01,34.55,4.071,137400.0
-118.08,34.55,4.5237,141800.0
-118.07,34.51,4.8667,239900.0
-118.37,34.43,5.9507,225200.0
-118.4,34.41,10.0285,500001.0
-118.35,34.52,5.9171,333300.0
-118.22,34.52,6.5538,311600.0
-118.26,34.5,4.7778,340400.0
-118.27,34.46,4.7437,294000.0
-118.13,34.44,4.8295,319100.0
-117.89,34.49,3.7043,150800.0
-117.96,34.48,4.5769,159400.0
-117.79,34.45,3.2765,165000.0
-118.46,34.4,4.542,195300.0
-118.5,34.45,6.0097,220200.0
-118.5,34.52,5.9263,251800.0
-118.48,34.47,3.375,187500.0
-118.5,34.46,5.5061,239400.0
-118.52,34.44,5.3209,185000.0
-118.53,34.44,5.1163,233200.0
-118.53,34.45,5.2374,185500.0
-118.53,34.44,6.0398,217800.0
-118.52,34.46,6.1281,236200.0
-118.53,34.45,5.5981,220100.0
-118.51,34.43,6.1082,253700.0
-118.46,34.42,4.7007,169500.0
-118.44,34.5,8.1344,359000.0
-118.45,34.44,4.6861,187900.0
-118.49,34.43,5.4829,199600.0
-118.49,34.42,4.4107,213400.0
-118.48,34.42,5.0166,229000.0
-118.47,34.42,3.038,238500.0
-118.47,34.42,5.2887,183000.0
-118.43,34.42,6.2971,218300.0
-118.43,34.43,4.2037,194600.0
-118.55,34.44,6.3277,237700.0
-118.56,34.42,1.9667,450000.0
-118.61,34.59,4.0579,167100.0
-118.7,34.53,5.4284,236300.0
-118.66,34.43,3.775,155000.0
-118.59,34.47,4.2391,154600.0
-118.61,34.31,5.0151,285200.0
-118.52,34.39,3.6625,228100.0
-118.53,34.38,3.227,136100.0
-118.54,34.38,6.8299,262100.0
-118.52,34.4,5.305,311200.0
-118.53,34.37,3.9118,333700.0
-118.54,34.37,7.6059,323700.0
-118.52,34.36,5.8703,500001.0
-118.55,34.37,6.776,278100.0
-118.56,34.37,4.8536,202600.0
-118.55,34.41,5.8602,265100.0
-118.55,34.38,6.3002,282900.0
-118.56,34.41,5.6798,320900.0
-118.55,34.39,6.8419,323300.0
-118.61,34.38,6.6916,329500.0
-117.86,34.24,4.1932,14999.0
-118.12,34.23,3.9583,162500.0
-118.35,34.32,1.9875,191700.0
-118.38,34.3,4.1125,183000.0
-118.29,34.36,4.5491,375000.0
-119.53,37.34,2.3482,179500.0
-119.51,37.32,3.5893,214300.0
-119.56,37.29,3.0924,114600.0
-119.45,37.21,2.9449,95600.0
-119.65,37.09,3.55,106300.0
-119.59,37.39,3.5446,106500.0
-119.66,37.39,2.7813,124100.0
-119.68,37.35,3.1326,119800.0
-119.72,37.38,2.6071,103700.0
-119.65,37.32,2.3565,122300.0
-119.64,37.31,2.8393,104400.0
-119.6,37.29,2.625,137500.0
-119.62,37.33,3.0224,147800.0
-119.91,37.23,3.625,94400.0
-119.85,37.1,3.375,80700.0
-119.68,37.19,2.8167,96100.0
-119.77,37.19,4.1099,113600.0
-119.67,37.27,2.7413,123100.0
-120.31,37.11,2.4054,112500.0
-120.35,37.04,2.9306,46300.0
-120.25,37.04,3.2868,91700.0
-120.16,37.12,1.9073,79200.0
-120.27,37.11,2.6694,75900.0
-120.25,37.11,1.5319,50500.0
-120.26,37.11,1.2794,50700.0
-120.27,37.12,1.7279,52300.0
-120.27,37.12,1.9464,57000.0
-120.27,37.12,2.9861,81500.0
-120.26,37.13,2.0278,58800.0
-120.43,36.99,2.9688,63800.0
-120.29,36.88,2.4219,83900.0
-120.06,36.95,2.125,61900.0
-120.06,36.94,2.2375,64300.0
-120.04,36.93,2.6941,63300.0
-120.05,36.95,2.2527,65200.0
-120.21,36.98,2.6012,92200.0
-120.16,36.96,3.0,156300.0
-120.11,36.96,3.8952,95300.0
-120.08,37.06,1.9063,95800.0
-120.09,37.0,3.4598,74600.0
-120.06,37.02,3.5258,84900.0
-119.94,37.04,3.125,88500.0
-120.09,37.02,3.7143,81600.0
-119.95,36.96,2.6087,96000.0
-120.02,36.95,1.8431,53900.0
-119.9,36.94,4.277,98500.0
-119.85,36.97,4.475,102400.0
-119.88,36.93,4.5347,101200.0
-119.87,36.93,4.3625,111800.0
-120.07,36.98,2.5388,59600.0
-120.06,36.98,1.4712,60400.0
-120.05,36.98,2.5288,61800.0
-120.05,36.97,1.8444,47100.0
-120.06,36.97,1.625,52800.0
-120.07,36.97,1.5662,48000.0
-120.07,36.96,3.6181,96500.0
-120.08,36.97,3.8257,94200.0
-120.1,36.96,4.8187,90900.0
-120.09,36.95,4.1544,119400.0
-120.08,36.96,3.1136,73800.0
-120.08,36.95,2.4196,70700.0
-120.07,36.97,1.6071,55000.0
-120.06,36.97,1.4044,61700.0
-120.05,36.96,1.4267,52300.0
-120.05,36.95,1.4,52500.0
-120.06,36.96,1.6534,61400.0
-120.07,36.96,2.2898,66100.0
-120.07,36.96,1.4511,65200.0
-120.04,36.97,1.8973,51600.0
-120.04,36.96,1.3713,51800.0
-120.04,36.95,1.3594,48300.0
-119.98,36.9,2.5833,62300.0
-119.81,36.92,4.665,121300.0
-119.98,36.86,3.0234,65000.0
-120.13,36.87,2.234,61700.0
-122.49,38.1,4.9286,307000.0
-122.54,38.14,7.5412,392100.0
-122.55,38.1,5.0029,255600.0
-122.62,38.15,6.4092,334900.0
-122.59,38.13,5.3755,290900.0
-122.58,38.15,7.5,423200.0
-122.57,38.11,3.1981,215300.0
-122.57,38.11,3.4705,228600.0
-122.59,38.12,6.0132,287900.0
-122.58,38.12,4.9286,309500.0
-122.6,38.11,3.8068,201600.0
-122.6,38.11,5.3962,301500.0
-122.65,38.11,5.5524,279200.0
-122.61,38.09,6.9081,368700.0
-122.58,38.1,4.6463,276300.0
-122.58,38.08,5.615,285600.0
-122.55,38.07,6.7232,345000.0
-122.56,38.09,4.1705,209800.0
-122.56,38.06,5.0965,295300.0
-122.55,38.07,3.0573,350800.0
-122.41,38.07,6.0433,435900.0
-122.51,38.06,3.0742,118800.0
-122.53,38.01,3.4432,67500.0
-122.44,38.03,4.1289,179200.0
-122.45,38.01,4.3182,252700.0
-122.53,38.01,5.4781,310900.0
-122.51,38.0,3.9519,274200.0
-122.49,38.0,7.7197,400000.0
-122.55,38.03,6.0902,293200.0
-122.57,38.03,6.5253,387700.0
-122.56,38.03,6.5249,324800.0
-122.59,38.04,8.3646,397300.0
-122.57,38.02,5.6512,314000.0
-122.56,38.01,4.6,239500.0
-122.55,38.02,6.4978,361500.0
-122.55,38.01,6.3314,342200.0
-122.54,38.0,3.18,277000.0
-122.55,38.0,3.9265,301100.0
-122.54,37.99,7.3521,444000.0
-122.52,37.98,2.8903,324200.0
-122.54,37.98,5.5083,371900.0
-122.55,37.99,4.8993,319900.0
-122.53,37.98,8.5759,500001.0
-122.55,37.98,3.293,337500.0
-122.51,37.99,5.5791,433300.0
-122.51,37.98,6.0762,487800.0
-122.51,37.97,3.2462,329400.0
-122.47,37.99,7.494,439200.0
-122.46,37.98,12.0933,500001.0
-122.49,37.99,6.994,420800.0
-122.49,37.98,6.4271,451700.0
-122.53,37.97,1.9063,200000.0
-122.53,37.97,2.5125,270800.0
-122.53,37.97,2.6036,287500.0
-122.54,37.97,5.6263,352100.0
-122.52,37.97,2.75,231300.0
-122.51,37.96,3.6863,263800.0
-122.52,37.96,5.2818,331000.0
-122.53,37.97,3.5588,268800.0
-122.52,37.95,6.2862,500001.0
-122.53,37.96,3.9917,290800.0
-122.47,37.95,3.9712,187500.0
-122.5,37.96,6.1359,212500.0
-122.5,37.97,2.7273,187500.0
-122.64,38.01,5.5789,292000.0
-122.64,38.01,3.7321,266700.0
-122.68,38.01,4.2011,255400.0
-122.7,38.03,4.1379,309100.0
-122.65,38.01,5.0766,305400.0
-122.59,37.97,4.5625,275200.0
-122.61,37.99,4.4375,289600.0
-122.62,37.97,7.7006,316700.0
-122.59,37.99,4.1659,302000.0
-122.6,38.0,4.1098,246600.0
-122.59,38.01,6.1724,414300.0
-122.57,37.99,4.9674,320100.0
-122.57,37.99,4.1711,336900.0
-122.57,37.98,4.625,355000.0
-122.58,37.98,4.6905,316300.0
-122.58,37.98,4.9615,292200.0
-122.56,37.98,4.8056,345700.0
-122.56,37.97,4.6944,398900.0
-122.57,37.97,3.5055,382100.0
-122.55,37.97,7.1155,500001.0
-122.57,37.96,9.1834,500001.0
-122.56,37.95,6.1444,500001.0
-122.56,37.94,10.6272,500001.0
-122.64,37.96,9.5551,500001.0
-122.54,37.96,10.129,500001.0
-122.54,37.96,4.3083,500001.0
-122.54,37.95,5.697,435700.0
-122.52,37.95,7.8904,468800.0
-122.53,37.95,3.5838,271300.0
-122.53,37.96,8.3935,470500.0
-122.53,37.93,6.6125,393200.0
-122.54,37.93,5.5385,431800.0
-122.54,37.94,4.4081,435200.0
-122.54,37.94,5.1834,405500.0
-122.52,37.94,5.9582,500001.0
-122.53,37.94,4.7344,200000.0
-122.52,37.93,5.0779,333900.0
-122.51,37.92,3.7647,375000.0
-122.52,37.92,14.5833,500001.0
-122.53,37.92,5.5379,410500.0
-122.53,37.93,4.125,310300.0
-122.53,37.92,3.875,390800.0
-122.52,37.92,5.8509,317800.0
-122.5,37.92,6.1632,349200.0
-122.5,37.92,5.5926,300900.0
-122.49,37.92,6.2953,386200.0
-122.51,37.91,6.641,310000.0
-122.48,37.93,3.6731,318000.0
-122.46,37.88,8.8386,500001.0
-122.47,37.87,11.5706,500001.0
-122.45,37.91,10.0791,500001.0
-122.5,37.91,5.4851,441100.0
-122.49,37.89,6.0238,500001.0
-122.47,37.89,7.2905,500001.0
-122.45,37.9,8.4888,500001.0
-122.5,37.88,4.7475,474600.0
-122.51,37.89,3.4485,458300.0
-122.53,37.91,7.9892,500001.0
-122.53,37.9,3.8839,327200.0
-122.54,37.9,4.4375,370000.0
-122.54,37.91,5.6302,489000.0
-122.55,37.92,6.1085,500001.0
-122.52,37.91,5.5951,402900.0
-122.52,37.89,3.9531,417600.0
-122.52,37.9,4.4239,267100.0
-122.54,37.9,3.7813,389200.0
-122.55,37.9,7.9606,453400.0
-122.56,37.9,8.634,463500.0
-122.56,37.91,7.1924,500001.0
-122.56,37.92,8.9248,500001.0
-122.55,37.91,3.2794,460000.0
-122.53,37.88,6.8742,413100.0
-122.54,37.88,6.7809,414400.0
-122.53,37.87,7.9977,400000.0
-122.53,37.88,4.4583,308600.0
-122.56,37.9,6.7546,402400.0
-122.54,37.89,6.1275,424400.0
-122.53,37.89,5.9073,400400.0
-122.56,37.9,5.1292,362500.0
-122.51,37.87,2.862,258400.0
-122.47,37.85,2.9145,140400.0
-122.5,37.87,6.3066,346100.0
-122.49,37.86,6.7669,500001.0
-122.49,37.86,4.5398,442000.0
-122.48,37.86,6.2113,500001.0
-122.48,37.85,6.4752,500001.0
-122.49,37.85,12.2547,500001.0
-122.52,37.88,3.8068,275000.0
-122.62,37.85,6.8198,493800.0
-122.53,37.86,3.75,478600.0
-122.66,37.93,4.1792,350000.0
-122.71,37.88,4.3125,495800.0
-122.69,37.91,4.3194,238700.0
-122.71,37.9,3.115,242600.0
-122.86,38.1,4.3125,261500.0
-122.84,38.07,3.8269,270700.0
-122.93,38.02,3.5469,200000.0
-122.68,38.07,5.6305,430000.0
-122.9,38.28,2.3482,163500.0
-122.96,38.26,3.1429,240900.0
-122.81,38.08,3.4609,238800.0
-122.8,38.18,3.625,253100.0
-120.19,37.53,1.7614,71300.0
-120.02,37.57,2.7188,113100.0
-119.99,37.51,1.398,103800.0
-119.95,37.47,1.5,91500.0
-119.98,37.43,2.5551,105000.0
-120.07,37.34,1.75,87500.0
-120.31,37.64,3.0,120800.0
-120.15,37.69,2.875,70200.0
-120.02,37.72,2.3818,88100.0
-119.81,37.67,3.8333,93800.0
-119.82,37.57,2.662,92400.0
-119.9,37.49,3.0,112000.0
-119.84,37.48,2.5,104200.0
-119.8,37.5,3.1771,121900.0
-119.72,37.46,2.875,96000.0
-119.85,37.39,2.753,111100.0
-119.55,37.75,3.5391,55900.0
-119.64,37.61,2.6838,164600.0
-123.15,39.74,2.9306,70000.0
-123.24,39.81,1.7788,57900.0
-123.23,39.77,1.2281,60300.0
-123.47,39.8,2.3571,79200.0
-123.71,39.88,1.4952,69800.0
-123.84,39.83,1.5278,145800.0
-123.58,39.66,2.2429,100000.0
-123.5,39.67,2.1793,71500.0
-123.64,39.45,3.0433,140700.0
-123.79,39.5,2.325,157300.0
-123.8,39.47,2.7857,150300.0
-123.73,39.44,2.7,165000.0
-123.84,39.46,2.5192,110400.0
-123.8,39.46,2.9243,131600.0
-123.8,39.44,1.9213,95000.0
-123.79,39.44,3.5,113300.0
-123.8,39.44,1.9208,93600.0
-123.79,39.44,2.7813,105800.0
-123.79,39.44,3.2171,116200.0
-123.85,39.42,1.7574,150000.0
-123.34,39.5,1.8967,96600.0
-123.4,39.46,3.2156,104400.0
-123.32,39.42,2.3906,92600.0
-123.38,39.37,2.6424,124600.0
-123.35,39.42,2.1625,77200.0
-123.37,39.43,3.588,96000.0
-123.36,39.41,2.9183,76900.0
-123.35,39.4,1.85,71800.0
-123.36,39.4,1.5625,71500.0
-123.34,39.39,2.3333,84000.0
-123.1,39.36,1.746,105000.0
-123.23,39.33,3.9632,147100.0
-123.15,39.31,2.8833,154200.0
-123.11,39.32,3.3431,137500.0
-123.18,39.26,3.788,134200.0
-123.22,39.28,3.1455,142900.0
-123.36,39.25,2.5875,144500.0
-123.18,39.23,2.125,175000.0
-123.21,39.2,2.2926,149300.0
-123.19,39.21,3.5917,118800.0
-123.2,39.23,2.3583,105400.0
-123.75,39.37,3.25,151400.0
-123.85,39.39,3.184,140500.0
-123.81,39.34,3.1563,277000.0
-123.7,39.32,3.1071,213200.0
-123.81,39.31,3.3654,225000.0
-123.73,39.17,2.375,158800.0
-123.53,38.93,2.5625,165600.0
-123.69,38.9,2.1985,95300.0
-123.59,38.8,3.1201,176100.0
-123.54,39.17,2.2946,101000.0
-123.39,38.99,3.4063,109400.0
-123.36,39.01,2.7232,115400.0
-123.21,39.18,2.6275,142100.0
-123.34,39.1,3.0652,131100.0
-123.21,39.07,3.7833,159800.0
-123.22,39.15,3.3667,115200.0
-123.22,39.16,3.6587,154600.0
-123.23,39.13,3.8958,144000.0
-123.22,39.15,3.5938,122100.0
-123.21,39.15,2.55,112900.0
-123.21,39.14,3.0,114600.0
-123.21,39.13,4.0469,127400.0
-123.2,39.16,1.7929,82300.0
-123.22,39.16,2.631,109600.0
-123.2,39.15,2.0074,96200.0
-123.19,39.15,2.6012,125600.0
-123.21,39.15,1.6571,108900.0
-123.2,39.14,1.8042,109200.0
-123.2,39.13,1.375,84400.0
-123.21,39.14,1.9032,100000.0
-123.1,39.15,3.8333,116100.0
-123.17,39.18,5.9585,214900.0
-123.17,39.15,4.425,161900.0
-123.16,39.13,1.7813,94700.0
-123.16,39.1,2.775,120800.0
-123.19,39.12,2.3125,70000.0
-123.15,38.94,2.7171,95800.0
-123.1,38.97,2.5761,94900.0
-120.46,37.51,2.9,83100.0
-120.68,37.47,2.3043,66300.0
-120.75,37.44,3.6182,123200.0
-120.76,37.44,2.7562,90500.0
-120.77,37.42,2.3333,72800.0
-120.79,37.43,2.8519,80700.0
-120.79,37.41,2.2071,85900.0
-120.71,37.39,3.2721,73800.0
-120.71,37.39,2.6058,72700.0
-120.69,37.4,3.5167,137500.0
-120.74,37.33,2.1484,81300.0
-120.75,37.37,2.4964,88800.0
-120.73,37.38,1.9236,64400.0
-120.72,37.38,2.2813,67300.0
-120.73,37.38,2.8698,72900.0
-120.71,37.38,2.6923,71400.0
-120.84,37.4,2.6214,103800.0
-120.86,37.4,3.1111,113900.0
-120.84,37.43,3.7784,164500.0
-120.94,37.4,3.0,109400.0
-120.88,37.37,2.6908,103100.0
-120.89,37.33,2.0417,94200.0
-120.64,37.38,2.567,70400.0
-120.64,37.38,2.5129,84600.0
-120.65,37.33,4.1058,107600.0
-120.59,37.39,2.1061,72800.0
-120.63,37.41,2.6439,69100.0
-120.57,37.43,2.6758,74600.0
-120.6,37.37,4.6667,130100.0
-120.6,37.36,3.0911,86900.0
-120.63,37.36,4.0694,110200.0
-120.62,37.35,1.6833,71000.0
-120.62,37.36,3.2656,83500.0
-120.62,37.37,3.968,102100.0
-120.59,37.36,2.0179,87300.0
-120.6,37.35,2.4653,66100.0
-120.61,37.35,2.2222,75000.0
-120.62,37.35,1.4615,69200.0
-120.61,37.32,4.25,146300.0
